Date,HomeTeam,AwayTeam,FTHG,FTAG,gameId,season
23/04/2005,Chelsea,Fulham,3,1,1477,20042005
23/04/2005,Crystal Palace,Liverpool,1,0,1478,20042005
23/04/2005,Everton,Birmingham,1,1,1479,20042005
23/04/2005,Middlesbrough,West Brom,4,0,1480,20042005
23/04/2005,Norwich,Charlton,1,0,1481,20042005
24/04/2005,Man United,Newcastle,2,1,1482,20042005
24/04/2005,Portsmouth,Southampton,4,1,1483,20042005
25/04/2005,Arsenal,Tottenham,1,0,1484,20042005
26/04/2005,West Brom,Blackburn,1,1,1485,20042005
27/04/2005,Newcastle,Middlesbrough,0,0,1486,20042005
30/04/2005,Birmingham,Blackburn,2,1,1487,20042005
30/04/2005,Bolton,Chelsea,0,2,1488,20042005
30/04/2005,Fulham,Everton,2,0,1489,20042005
30/04/2005,Liverpool,Middlesbrough,1,1,1490,20042005
30/04/2005,Man City,Portsmouth,2,0,1491,20042005
30/04/2005,Newcastle,Crystal Palace,0,0,1492,20042005
30/04/2005,Southampton,Norwich,4,3,1493,20042005
1/05/2005,Charlton,Man United,0,4,1494,20042005
1/05/2005,Tottenham,Aston Villa,5,1,1495,20042005
2/05/2005,West Brom,Arsenal,0,2,1496,20042005
4/05/2005,Fulham,Newcastle,1,3,1497,20042005
7/05/2005,Aston Villa,Man City,1,2,1498,20042005
7/05/2005,Blackburn,Fulham,1,3,1499,20042005
7/05/2005,Chelsea,Charlton,1,0,1500,20042005
7/05/2005,Crystal Palace,Southampton,2,2,1501,20042005
7/05/2005,Everton,Newcastle,2,0,1502,20042005
7/05/2005,Man United,West Brom,1,1,1503,20042005
7/05/2005,Middlesbrough,Tottenham,1,0,1504,20042005
7/05/2005,Norwich,Birmingham,1,0,1505,20042005
7/05/2005,Portsmouth,Bolton,1,1,1506,20042005
8/05/2005,Arsenal,Liverpool,3,1,1507,20042005
10/05/2005,Man United,Chelsea,1,3,1508,20042005
11/05/2005,Arsenal,Everton,7,0,1509,20042005
15/05/2005,Birmingham,Arsenal,2,1,1510,20042005
15/05/2005,Bolton,Everton,3,2,1511,20042005
15/05/2005,Charlton,Crystal Palace,2,2,1512,20042005
15/05/2005,Fulham,Norwich,6,0,1513,20042005
15/05/2005,Liverpool,Aston Villa,2,1,1514,20042005
15/05/2005,Man City,Middlesbrough,1,1,1515,20042005
15/05/2005,Newcastle,Chelsea,1,1,1516,20042005
15/05/2005,Southampton,Man United,1,2,1517,20042005
15/05/2005,Tottenham,Blackburn,0,0,1518,20042005
15/05/2005,West Brom,Portsmouth,2,0,1519,20042005
